/Users/oliviernadeau/Software/otf_mlacs/examples/MolecularDynamics/Trajectory/NEB/atoms-0.data (written by ASE) 

107 	 atoms 
1  atom types
0.0                   10.83  xlo xhi
0.0                   10.83  ylo yhi
0.0                   10.83  zlo zhi


Atoms 

     1   1                       0      1.8049999999999999      1.8049999999999999
     2   1      1.8049999999999999                       0      1.8049999999999999
     3   1      1.8049999999999999      1.8049999999999999                       0
     4   1                       0                       0      3.6099999999999999
     5   1                       0      1.8049999999999999                   5.415
     6   1      1.8049999999999999                       0                   5.415
     7   1      1.8049999999999999      1.8049999999999999      3.6099999999999999
     8   1                       0                       0      7.2199999999999998
     9   1                       0      1.8049999999999999      9.0250000000000004
    10   1      1.8049999999999999                       0      9.0250000000000004
    11   1      1.8049999999999999      1.8049999999999999      7.2199999999999998
    12   1                       0      3.6099999999999999                       0
    13   1                       0                   5.415      1.8049999999999999
    14   1      1.8049999999999999      3.6099999999999999      1.8049999999999999
    15   1      1.8049999999999999                   5.415                       0
    16   1                       0      3.6099999999999999      3.6099999999999999
    17   1                       0                   5.415                   5.415
    18   1      1.8049999999999999      3.6099999999999999                   5.415
    19   1      1.8049999999999999                   5.415      3.6099999999999999
    20   1                       0      3.6099999999999999      7.2199999999999998
    21   1                       0                   5.415      9.0250000000000004
    22   1      1.8049999999999999      3.6099999999999999      9.0250000000000004
    23   1      1.8049999999999999                   5.415      7.2199999999999998
    24   1                       0      7.2199999999999998                       0
    25   1                       0      9.0250000000000004      1.8049999999999999
    26   1      1.8049999999999999      7.2199999999999998      1.8049999999999999
    27   1      1.8049999999999999      9.0250000000000004                       0
    28   1                       0      7.2199999999999998      3.6099999999999999
    29   1                       0      9.0250000000000004                   5.415
    30   1      1.8049999999999999      7.2199999999999998                   5.415
    31   1      1.8049999999999999      9.0250000000000004      3.6099999999999999
    32   1                       0      7.2199999999999998      7.2199999999999998
    33   1                       0      9.0250000000000004      9.0250000000000004
    34   1      1.8049999999999999      7.2199999999999998      9.0250000000000004
    35   1      1.8049999999999999      9.0250000000000004      7.2199999999999998
    36   1      3.6099999999999999                       0                       0
    37   1      3.6099999999999999      1.8049999999999999      1.8049999999999999
    38   1                   5.415                       0      1.8049999999999999
    39   1                   5.415      1.8049999999999999                       0
    40   1      3.6099999999999999                       0      3.6099999999999999
    41   1      3.6099999999999999      1.8049999999999999                   5.415
    42   1                   5.415                       0                   5.415
    43   1                   5.415      1.8049999999999999      3.6099999999999999
    44   1      3.6099999999999999                       0      7.2199999999999998
    45   1      3.6099999999999999      1.8049999999999999      9.0250000000000004
    46   1                   5.415                       0      9.0250000000000004
    47   1                   5.415      1.8049999999999999      7.2199999999999998
    48   1      3.6099999999999999      3.6099999999999999                       0
    49   1      3.6099999999999999                   5.415      1.8049999999999999
    50   1                   5.415      3.6099999999999999      1.8049999999999999
    51   1                   5.415                   5.415                       0
    52   1      3.6099999999999999      3.6099999999999999      3.6099999999999999
    53   1      3.6099999999999999                   5.415                   5.415
    54   1                   5.415      3.6099999999999999                   5.415
    55   1                   5.415                   5.415      3.6099999999999999
    56   1      3.6099999999999999      3.6099999999999999      7.2199999999999998
    57   1      3.6099999999999999                   5.415      9.0250000000000004
    58   1                   5.415      3.6099999999999999      9.0250000000000004
    59   1                   5.415                   5.415      7.2199999999999998
    60   1      3.6099999999999999      7.2199999999999998                       0
    61   1      3.6099999999999999      9.0250000000000004      1.8049999999999999
    62   1                   5.415      7.2199999999999998      1.8049999999999999
    63   1                   5.415      9.0250000000000004                       0
    64   1      3.6099999999999999      7.2199999999999998      3.6099999999999999
    65   1      3.6099999999999999      9.0250000000000004                   5.415
    66   1                   5.415      7.2199999999999998                   5.415
    67   1                   5.415      9.0250000000000004      3.6099999999999999
