# rmse: 0.07317 eV/angs   mae: 0.05240 eV/angs
#  True Forces           Predicted Forces
   0.34311679959326002454     0.43087769961433652899
   1.94470976569930997790     1.91787531565786628640
  -1.10328037964430003548    -1.02182503510449484985
  -0.93112055471842003485    -0.94635068124439181148
  -0.14475927396721999241    -0.18319202200963527472
  -1.22033479813007006420    -1.05659790792624908029
  -0.38010383522362001241    -0.29572142189548594748
   0.16671502082451999938     0.18642643050145729644
  -0.39237396944960001299    -0.49306550252245562316
   0.47752329087431999444     0.53285581296669271012
  -0.78369554843708000291    -0.99472864202433353142
   1.24193655148175996494     1.37413629526848768414
  -2.75736244770549987493    -2.50138783731315950121
   1.32147904176862995840     1.05931087823438030426
   3.89007268394794980537     3.66059334939147751342
  -0.19368052729376999954    -0.06203583994363097431
   1.30502230570827992828     1.33807824810909981039
   0.23444865096885000866     0.19876020215590922691
   0.49615810380010999525     0.45767794057097666016
  -0.25008292037649998418    -0.27032113578160676948
   1.01724903644117992130     1.12405078025670945863
   0.82338984145153004679     0.80272111933712153586
  -0.83152797692484003989    -0.96627387012657428578
  -1.34988695167180994261    -1.28891513335541141316
  -1.22070360069613004228    -1.14779352823172797748
  -0.58845232493678001351    -0.61324841798820273198
   0.00939289361251000043    -0.00259401532433806148
  -1.64871820612909991688    -1.91291203234804418898
   1.47158046810923992531     1.05338525617330680539
  -1.84434562614919994594    -1.98365349114893918525
   0.60546906792173005307     0.58031616615197101350
  -0.20838567014904998964    -0.30653544591990022905
  -2.00403623603877001358    -2.02410117626149821390
  -0.67682012898581001004    -0.56148017403961725247
   1.93306026370654993052     2.01946131442193621552
   0.30352780156638997644     0.42614707021505160434
   1.08211031149429004472     1.10425727391452377368
   0.30048602335598001423     0.25055418975538257254
   1.35984547862811000485     1.39622150693604085703
   0.13256020430236001295     0.20397237458806899424
  -0.76891055377334005527    -0.74117752139526926758
  -0.64942331569055000706    -0.72365532241962948756
  -1.14467785684325007445    -1.19360690586988305029
   0.05952282434622999802    -0.05003717075280298549
   0.50652945796848003468     0.45932760293941699015
   0.24184639147941999759     0.18059773752519719947
  -1.43465852551649009072    -1.50406781082764151591
  -0.31349318346445997907    -0.26655497666022970327
  -0.63968552803176004229    -0.75344400626732244142
  -1.32836258724079003812    -1.48112780919371145316
  -0.58577636249663000978    -0.50911979257150030698
   1.06120861504364993877     1.15648601242110471432
   0.50410868770848005216     0.48345819130062372970
  -1.25004702359010000379    -1.34446034513481893491
  -2.24614582974073995203    -2.12827112689652020450
  -0.74819590908168998045    -0.70268226914344655842
  -0.19781233867788999836    -0.19113694142308143564
  -0.12714678273526000551     0.01039106119032100206
   2.01525382405062991609     2.21393901770943690721
  -0.63164648685072999346    -0.55661578682824375264
   0.42142197091430000366     0.38969848216269742380
   0.89648281221676995312     1.06627015270097436073
   0.62388715947387995975     0.59438894975032408041
  -2.15908201027799018235    -2.12161412210079625140
  -0.13419514843583998931    -0.06948294943672211899
   0.97672988239987001968     0.94000176904824506163
  -1.11640256891266997918    -1.11079806912906176031
   0.84232738225004000210     0.86886407457897329998
  -0.77253552919681001132    -0.57401129074533396857
   3.01886403754800980437     2.70534248900243845526
  -3.61925481224370004796    -3.52573777930103204881
