# rmse: 0.14059 GPa       mae: 0.10087 GPa
#  True Stress           Predicted Stress
   1.59057653900491469123     1.70209017148752494997
   1.33212309951975305111     1.43222540682641952259
   1.50884751821018059381     1.38630811484606675243
  -0.43003856286491987104    -0.71831832948387019933
   0.86388790921174030135     1.14598879487766680541
   0.44375204819285241076     0.52160202087060969500
   0.36324153110868695471     0.44540418305916285036
   0.27361420251367862821     0.28406358558157734917
   0.40487141156572198364     0.43657342910318336360
  -0.04654826042507735628    -0.08790597211958976753
   0.17564941951236542894     0.19188831751874754761
   0.44877945538244573553     0.57289998046021306521
   1.12347467562615910275     1.12148421363440919940
   1.13363936867107839568     1.14777448627181777319
   1.04122163712843174288     1.18560887318883301234
  -0.57950853573303195976    -0.68491587309393520133
  -0.08828116680496833624    -0.07321580355327299283
   0.37102737031125399003     0.39832615193439241397
  -0.63984314733772318373    -0.69078965672032344170
  -0.21811833848604633701    -0.28421695984721573325
  -0.43104948660224334800    -0.46689975896461571869
  -0.54454681364522794507    -0.59175904713930460588
  -0.39331040596234156936    -0.57135598239663099029
   0.73107674185773940945     0.98296460122520179503
  -0.06768927759057624671    -0.10356283599785340299
  -0.15445197195694615466    -0.22215667473360825590
  -0.22960300214479115177    -0.23903133753531435879
   1.24239148313454395023     1.50772500593126634882
  -0.35988818851432274881    -0.47068304858129578205
  -0.26334922617294675984    -0.37354248212280782848
   2.04907468837758255376     1.96560849184520547439
   2.35886357465298690528     2.15883024643915577556
   2.14875295277933409110     2.27931282774034338345
   0.34300423573874805339     0.61198810816812820867
  -1.31659385504494474972    -1.72628562656768824723
  -0.24185614684135878227    -0.31778453236000703264
  -0.33719779831209639731    -0.56227574195415741531
  -0.28830176322835843195    -0.27482166016221193372
  -0.18867893390358045358    -0.19503774745339652608
   0.35282824225313291766     0.40095858148628876760
  -0.01697381620693465959     0.05727355418940880544
   0.32711489274752897360     0.30144751356069354742
   1.14477974496122980597     1.12288560852402063972
   1.14681990701788305564     1.14243166236891768861
   1.37963023967140063775     1.48538321940782824804
  -1.07824512806650441021    -1.42436700386494363713
  -0.11103382276128398454    -0.16964149061142780317
   0.05760707813037535541     0.06030882751664996821
   1.51156523742222237416     1.45040340707971293632
   1.31232485690280609170     1.46035544013777207617
   1.64563311167512127398     1.64933529617382501620
   1.47514899918144681834     1.82721184626213517532
   0.36938194413228986335     0.49136131386397546850
   0.36545235564862316169     0.34415604237385438724
   0.22442644482407098083     0.33821981913724480373
   0.23553862401318645392     0.35763325180304778028
   0.24085390907037376729     0.36741040151074000342
   0.07747989272367926394     0.08889689185327617760
   0.00157934093865673723     0.00023810220504516484
   0.13355074283274009916     0.17507243756197857221
