# rmse: 0.22867 GPa       mae: 0.14760 GPa
#  True Stress           Predicted Stress
   0.14844547232476676402     0.32692707641031326649
   0.22602306740999159040     0.48324669876356396436
  -0.09268164448110151332     0.15709679386908653731
  -0.16499259239661118182    -0.15954744858361122328
   0.11242913415933969423     0.00673183646040682437
  -0.23275503671276873141    -0.27577527572967680536
   1.01220261204644912389     0.69049172794431490363
   1.23134505811519501250     0.93835749576319738008
   1.26943143583135475971     0.95387979738858841294
  -0.01490474315057998753    -0.01721724801056714535
   0.07125781769322940551     0.14207070616274980468
   0.07188840284023803595     0.06283924386501678339
   1.08969152775579747328     1.18099926382069431163
   0.56987976917524973963     0.44449077675099463169
   0.67297875110434945967     0.66214370743563566446
   0.13149509155335345478     0.07862004749023840389
   0.10877907854088834927     0.08798379943111631074
  -0.03019616162496495740    -0.08194595251849635942
   0.73643927558635347008     0.74352045327536409047
   0.68395887890742423920     0.70938245373029218399
   0.91360610845805434455     0.98065666975333565247
   0.00586995001391405532     0.01281325145338200501
   0.08450533570756639523     0.11799512970464445805
   0.05711646711436638851     0.05632941430279391620
   1.34246027560423697444     1.04271238691095446960
   1.44605868952231086944     1.18844209919174748080
   1.32263907570288297144     1.00734860400148473758
   0.06240594799909215951     0.07325930015556393615
  -0.06159672840432958707    -0.08441240591801452142
  -0.04195622419415720450    -0.04562346267877403355
   0.54825953713196418082     0.65136420109251891297
   0.51565984023932875946     0.62384943071727239072
   0.42208651678609071523     0.56646173937424415534
   0.07974713472833949712     0.05344533123146017611
  -0.14080668003764382212    -0.03849247325436609690
   0.01331599638739183397    -0.00144411937564121605
  -0.22471973385426297076     0.16612087297318370305
  -0.19117652750312386090     0.33389248516648939447
  -0.30341064838970527306     0.15929566208652756742
  -0.00583740414063540873    -0.01561777641385009470
   0.12388708275695296812     0.12703300217974597408
   0.01686116737082784742    -0.03917672044845699197
   1.53132485447567745496     0.86354838368662667492
   1.04679630521284239286     0.45712498571754778265
   1.24531856860415657273     0.49440038025371890740
   0.06092769253057046808     0.03550302297868107582
  -0.03351013762274254043    -0.03784389875134321762
  -0.12076139528643627108    -0.16532381409729446364
   0.57747190890297239729     0.84061671657101788568
   0.23956539282820998871     0.43683759858720694336
   0.45464615061872620805     0.69101233248386362273
  -0.17903701113101327946    -0.11699658259410514183
   0.09039816836802970490     0.06287459911202993024
  -0.00567073125372906210     0.03029525524315479154
  -0.00723278878416430942     0.22535965847999822609
   0.43913745976394663595     0.71528116253509554934
  -0.20324490667699673940    -0.10700871593465569043
   0.11310024845070250354     0.17572336994928230980
   0.13496291572861160435     0.17264421263222753944
  -0.07186449179274861931    -0.02873053525700454414
